Run,ColdFuelCostUsd,HybridFuelCostUsd,ColdOutageCostUsd,HybridOutageCostUsd,MeanAnnualNetBenefitUsd,NPV,PI,IRR,SimplePaybackYears,DiscountedPaybackYears
846,131471.99999979802,99729.85181577114,0.0,109.12,3563.3028184026857,2146.730084315947,1.1431153389543964,0.1972466827242186,4.232964667904572,7.671417048877153
847,131471.99999979802,99715.9165484131,0.0,151.36,3560.47234513849,2126.411539841793,1.1417607693227863,0.1968842018606694,4.242816984174075,7.690810050096159
848,131471.99999979802,99703.92222307425,0.0,183.04,3558.5037776723752,2111.9191798719567,1.1407946119914636,0.196625121910795,4.250023556700843,7.704741517340608
849,131471.99999979802,99687.50189339656,0.0,249.92,3553.4578106401436,2077.0172734745265,1.1384678182316352,0.1960053886018725,4.2662513409101415,7.7376078616227435
850,131471.99999979802,99750.30268369055,0.0,66.88,3565.4817316107446,2163.895935507786,1.1442597290338523,0.19755581559330454,4.223852209365432,7.6545502840394235
851,131471.99999979802,99711.4082883989,0.0,172.48,3558.811171139909,2115.0622543804907,1.1410041502920327,0.19668282641088647,4.248023758097911,7.701462445475424
852,131471.99999979802,99712.00036581155,0.0,161.92,3559.8079633986445,2121.5411118569696,1.1414360741237979,0.19679715864920394,4.245229123772961,7.695486935877399
853,131471.99999979802,99666.40183902968,0.0,288.64,3551.695816076831,2062.4206581075305,1.137494710540502,0.19574199545677423,4.274296980720804,7.752076453787412
854,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
855,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
856,131471.99999979802,99680.7807022024,0.0,253.44,3553.777929759559,2078.0143305585243,1.1385342887039016,0.19602088088291364,4.266427707297002,7.737042418136426
857,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
858,131471.99999979802,99712.23908970611,0.0,151.36,3560.8400910091877,2128.1909459383296,1.1418793963958889,0.19691440299396987,4.24239373607205,7.689373176610428
859,131471.99999979802,99749.79725759372,0.0,66.88,3565.5322742204276,2164.140495229514,1.1442760330153008,0.1975599669560394,4.22379423700761,7.654353108239668
860,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
861,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
862,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
863,131471.99999979802,99740.45433516665,0.0,95.04,3563.6505664631345,2150.6203201599656,1.1433746880106643,0.19731861733281966,4.230363003507562,7.667274572183011
864,131471.99999979802,99733.96218016627,0.0,98.56,3563.947781963172,2151.5065538651006,1.1434337702576733,0.19733218324690355,4.230572385118273,7.666810956490218
865,131471.99999979802,99717.21279304608,0.0,161.92,3559.2867206751907,2119.018982979961,1.141267932198664,0.1967543503528249,4.24582945206161,7.697524528180069
866,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
867,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
868,131471.99999979802,99744.42195741451,0.0,84.48,3564.3098042383485,2155.4658581249287,1.1436977238749952,0.19740530348927526,4.227953368160101,7.662610918661814
869,131471.99999979802,99734.9493172331,0.0,84.48,3565.2570682564897,2160.0493694658157,1.144003291297721,0.19748310372010305,4.22686624779806,7.65891486799077
870,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
871,131471.99999979802,99734.89767918103,0.0,95.04,3564.206232061696,2153.3090104553567,1.143553934030357,0.19736425527482826,4.229724940129142,7.665105741976195
872,131471.99999979802,99720.34344429807,0.0,140.8,3561.085655549993,2131.034849802321,1.1420689899868213,0.1969670611226386,4.240463097479127,7.686331662276133
873,131471.99999979802,99717.821374628,0.0,158.4,3559.577862517,2120.979624588575,1.1413986416392383,0.19678908631152514,4.24494511932554,7.695693121698872
874,131471.99999979802,99752.74754568312,0.0,52.8,3566.645245411488,2171.7334040668015,1.1447822269377868,0.19769480650871213,4.220311339682873,7.647218637322303
875,131471.99999979802,99736.18205296536,0.0,102.08,3563.3737946832634,2148.177312533052,1.1432118208355366,0.19727419697699883,4.231782216586942,7.669747815750592
876,131471.99999979802,99708.46243148719,0.0,158.4,3560.5137568310806,2125.50812152323,1.141700541434882,0.19686594721681433,4.243867550217272,7.692035457448741
877,131471.99999979802,99744.81212144994,0.0,73.92,3565.326787834806,2162.042415106153,1.1441361610070768,0.19752138332371916,4.22513277847651,7.656550448559462
878,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
879,131471.99999979802,99737.23221458333,0.0,95.04,3563.9727785214664,2152.179402522697,1.1434786268348465,0.19734508154360886,4.229992988557344,7.666016856968082
880,131471.99999979802,99694.31577570987,0.0,232.32,3554.536422408813,2084.995826129566,1.138999721741971,0.19614796357830713,4.262270292058061,7.7299379144261815
881,131471.99999979802,99692.6961428669,0.0,249.92,3552.938385693109,2074.5039402433695,1.1383002626828913,0.1959627307121298,4.266852106208851,7.739643090091065
882,131471.99999979802,99736.27605628059,0.0,95.04,3564.0683943517406,2152.6420573201294,1.1435094704880087,0.19735293459964737,4.229883199603888,7.665643676121369
883,131471.99999979802,99686.24907882974,0.0,218.24,3556.751092096825,2097.919505964495,1.139861300397633,0.19637305488137666,4.25752380508073,7.718509447495589
884,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
885,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
886,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
887,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
888,131471.99999979802,99701.29219405937,0.0,172.48,3559.822780573863,2119.95711286163,1.1413304741907753,0.1967659029854648,4.246858401878169,7.697508028848043
889,131471.99999979802,99720.3986002157,0.0,147.84,3560.376139958229,2126.4979315744336,1.141766528771629,0.19688712936101388,4.242378446282563,7.690492203099711
890,131471.99999979802,99740.41755094411,0.0,102.08,3562.9502448853877,2146.127888861498,1.1430751925907665,0.19723940920906158,4.232268806246282,7.671401532670302
891,131471.99999979802,99693.38996041028,0.0,218.24,3556.037003938772,2094.4642589497794,1.1396309505966518,0.19631441449199988,4.258348064143305,7.721303639765789
892,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
893,131471.99999979802,99743.88683552874,0.0,80.96,3564.715316426925,2157.979901711693,1.1438653267807795,0.19744945902662375,4.226936838146362,7.660331209594701
894,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
895,131471.99999979802,99743.38786683488,0.0,70.4,3565.8212132963117,2164.9866819327135,1.144332445462181,0.19757284471585046,4.224014306024702,7.653924008428152
896,131471.99999979802,99714.25883913744,0.0,144.32,3561.3421160660555,2131.7238830145925,1.1421149255343064,0.19697729167109104,4.240717494961749,7.686024027032998
897,131471.99999979802,99729.80964661323,0.0,123.2,3561.8990353184768,2137.7300285958668,1.1425153352397244,0.19708803350822324,4.236778791984279,7.679680759446642
898,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
899,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
900,131471.99999979802,99702.4143161549,0.0,179.52,3559.0065683643093,2114.9039234059637,1.1409935948937309,0.19667723176823027,4.24889572075446,7.702083462469926
901,131471.99999979802,99744.11032413073,0.0,70.4,3565.7489675667266,2164.637107669844,1.144309140511323,0.19756691103960453,4.224097162360602,7.654205794245976
902,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
903,131471.99999979802,99748.16079176293,0.0,66.88,3565.695920803507,2164.9323293486996,1.14432882195658,0.1975734080842768,4.223606545205855,7.653714731949269
904,131471.99999979802,99703.74423052283,0.0,193.6,3557.465576927517,2105.2399598121638,1.1403493306541441,0.19650741055796134,4.2528652686093125,7.7108775042340865
905,131471.99999979802,99645.07114314608,0.0,348.48,3547.844885665191,2034.4049528192686,1.135626996854618,0.19524259349612427,4.288022275840608,7.7788282668292625
